date,state,beds_icu,beds_icu_rep,beds_icu_total,beds_icu_covid,vent,vent_port,icu_covid,icu_pui,icu_noncovid,vent_covid,vent_pui,vent_noncovid,vent_used,vent_port_used
21/5/2021,Kedah,57,46,103,77,112,50,73,0,18,32,0,0,112,0
21/5/2021,Kelantan,93,48,141,50,118,32,47,0,66,24,0,0,103,0
21/5/2021,Melaka,22,70,92,70,59,7,56,0,35,12,0,0,40,0
21/5/2021,Negeri Sembilan,41,12,53,32,50,17,54,0,12,37,0,0,40,0
21/5/2021,Pahang,48,16,64,52,62,21,23,0,22,9,0,0,39,0
21/5/2021,Perak,65,23,88,67,98,75,51,0,19,30,0,0,92,0
21/5/2021,Perlis,8,7,15,7,16,13,4,0,6,2,0,0,14,0
21/5/2021,Pulau Pinang,18,27,45,30,35,22,37,0,10,19,0,0,35,0
21/5/2021,Sabah,82,62,144,85,111,82,36,2,25,21,2,0,76,0
21/5/2021,Sarawak,83,94,177,106,136,84,87,1,36,33,1,0,120,0
21/5/2021,Selangor,180,113,293,223,279,143,267,4,62,159,4,0,269,0
21/5/2021,Terengganu,20,20,40,26,41,16,12,0,10,6,0,0,21,0
21/5/2021,W.P. Kuala Lumpur,65,74,139,103,105,23,99,0,26,59,0,0,90,0
21/5/2021,W.P. Labuan,5,5,10,5,6,5,2,0,3,2,0,0,3,0
21/5/2021,W.P. Putrajaya,11,9,20,8,19,4,7,0,8,6,0,0,12,0
22/5/2021,Johor,104,56,160,108,140,94,108,1,30,72,1,0,159,0
22/5/2021,Kedah,57,46,103,77,112,50,67,4,10,31,4,0,104,0
22/5/2021,Kelantan,93,48,141,50,118,32,51,0,61,30,0,0,107,0
22/5/2021,Melaka,22,70,92,70,59,7,60,0,13,15,0,0,35,0
22/5/2021,Negeri Sembilan,41,12,53,32,50,17,54,0,10,36,0,0,41,0
22/5/2021,Pahang,48,16,64,52,62,21,22,0,22,10,0,0,38,0
22/5/2021,Perak,65,23,88,67,98,75,49,0,24,30,0,0,94,0
22/5/2021,Perlis,8,7,15,7,16,13,4,0,6,2,0,0,17,0
22/5/2021,Pulau Pinang,18,27,45,30,35,22,34,0,13,17,0,0,37,0
22/5/2021,Sabah,82,62,144,85,111,82,42,0,24,22,0,0,79,0
22/5/2021,Sarawak,83,94,177,106,136,84,94,0,40,35,0,0,114,0
22/5/2021,Selangor,180,113,293,223,279,143,269,6,43,162,6,3,275,0
22/5/2021,Terengganu,20,20,40,26,41,16,11,0,11,5,0,0,28,0
22/5/2021,W.P. Kuala Lumpur,65,74,139,103,105,23,101,0,24,58,0,0,92,0
22/5/2021,W.P. Labuan,5,5,10,5,6,5,2,0,3,2,0,0,4,0
22/5/2021,W.P. Putrajaya,11,9,20,8,19,4,6,0,7,4,0,0,11,0
23/5/2021,Johor,102,60,162,114,134,102,114,1,29,70,1,0,150,0
23/5/2021,Kedah,57,46,103,77,112,50,64,6,18,32,6,0,115,0
23/5/2021,Kelantan,93,48,141,50,118,32,54,0,63,34,0,0,115,0
23/5/2021,Melaka,22,70,92,70,59,7,51,0,31,10,0,0,31,0
23/5/2021,Negeri Sembilan,41,12,53,32,50,17,61,0,11,37,0,0,38,0
23/5/2021,Pahang,48,16,64,52,62,21,23,0,20,12,0,0,38,0
23/5/2021,Perak,65,23,88,67,98,75,50,2,19,25,2,0,92,0
23/5/2021,Perlis,8,7,15,7,16,13,4,0,7,2,0,0,17,0
23/5/2021,Pulau Pinang,18,27,45,30,35,22,33,0,13,17,0,0,41,0
23/5/2021,Sabah,82,62,144,85,111,82,39,1,25,21,1,0,86,0
23/5/2021,Sarawak,83,94,177,106,136,84,87,1,39,33,1,0,110,0
23/5/2021,Selangor,180,135,315,241,279,143,280,6,39,158,6,5,264,0
23/5/2021,Terengganu,20,20,40,26,41,16,16,0,8,9,0,0,25,0
23/5/2021,W.P. Kuala Lumpur,86,89,175,126,143,29,121,0,26,65,0,0,91,0
23/5/2021,W.P. Labuan,5,5,10,5,6,5,3,0,3,3,0,0,5,0
23/5/2021,W.P. Putrajaya,11,9,20,8,19,4,9,0,5,7,0,0,11,0
24/5/2021,Johor,102,60,162,114,134,102,118,0,29,74,0,0,142,0
24/5/2021,Kedah,57,46,103,77,112,50,62,2,14,33,2,0,100,0
24/5/2021,Kelantan,93,48,141,50,118,32,52,0,64,33,0,0,101,0
24/5/2021,Melaka,22,70,92,70,59,7,57,0,30,10,0,0,33,0
24/5/2021,Negeri Sembilan,44,20,64,40,52,17,69,0,11,36,0,0,51,0
24/5/2021,Pahang,48,16,64,52,62,21,27,0,16,9,0,0,39,0
24/5/2021,Perak,65,23,88,67,98,75,57,1,15,31,1,0,97,0
24/5/2021,Perlis,8,7,15,7,16,13,6,0,5,2,0,0,17,0
24/5/2021,Pulau Pinang,18,27,45,30,35,22,33,0,13,19,0,0,44,0
24/5/2021,Sabah,82,62,144,85,111,82,50,0,26,20,0,0,83,0
24/5/2021,Sarawak,83,94,177,106,136,84,92,1,38,30,1,0,114,0
24/5/2021,Selangor,180,131,311,241,279,143,273,9,40,155,9,5,262,0
24/5/2021,Terengganu,20,20,40,26,41,16,16,0,7,6,0,0,33,0
24/5/2021,W.P. Kuala Lumpur,86,89,175,126,143,29,124,0,25,70,0,0,92,0
24/5/2021,W.P. Labuan,5,5,10,5,6,5,3,0,3,3,0,0,5,0
24/5/2021,W.P. Putrajaya,11,9,20,8,19,4,7,0,7,6,0,0,11,0
25/5/2021,Johor,102,60,162,114,134,102,137,3,35,86,3,0,164,0
25/5/2021,Kedah,57,46,103,77,112,50,64,2,13,36,2,0,101,0
25/5/2021,Kelantan,93,48,141,50,118,32,55,0,65,31,0,0,95,0
25/5/2021,Melaka,22,70,92,70,59,7,62,0,28,13,0,0,32,0
25/5/2021,Negeri Sembilan,44,20,64,40,52,17,94,0,12,54,0,0,71,0
25/5/2021,Pahang,48,16,64,52,62,21,26,0,14,10,0,0,34,0
25/5/2021,Perak,65,23,88,67,98,75,60,0,17,30,0,0,101,0
25/5/2021,Perlis,8,7,15,7,16,13,6,0,4,3,0,0,15,0
25/5/2021,Pulau Pinang,18,33,51,36,35,22,33,0,17,19,0,0,46,0
25/5/2021,Sabah,82,62,144,85,111,82,53,1,27,22,1,0,80,0
25/5/2021,Sarawak,81,94,175,106,140,84,95,1,33,32,1,0,125,0
25/5/2021,Selangor,180,131,311,241,279,143,286,7,50,156,7,0,253,0
25/5/2021,Terengganu,20,20,40,26,41,16,16,0,3,4,0,0,27,0
25/5/2021,W.P. Kuala Lumpur,88,89,177,126,143,29,130,0,29,71,0,0,105,0
25/5/2021,W.P. Labuan,5,5,10,5,6,5,4,0,3,4,0,0,6,0
25/5/2021,W.P. Putrajaya,11,9,20,8,19,4,8,0,5,4,0,0,8,0
26/5/2021,Johor,102,60,162,114,134,102,129,2,31,85,2,0,154,0
26/5/2021,Kedah,57,46,103,77,112,50,68,3,11,37,3,0,103,0
26/5/2021,Kelantan,98,46,144,56,124,28,55,0,61,29,0,0,103,0
26/5/2021,Melaka,22,70,92,70,59,7,53,1,38,13,1,0,28,0
26/5/2021,Negeri Sembilan,44,20,64,40,55,17,93,0,14,46,0,0,81,0
26/5/2021,Pahang,48,16,64,52,62,21,24,0,16,10,0,0,35,0
26/5/2021,Perak,65,23,88,67,98,75,61,0,15,31,0,0,95,0
26/5/2021,Perlis,8,7,15,7,16,13,5,0,5,4,0,0,17,0
26/5/2021,Pulau Pinang,18,33,51,36,35,22,36,0,13,19,0,0,40,0
26/5/2021,Sabah,82,62,144,85,111,82,61,2,27,23,2,0,73,0
26/5/2021,Sarawak,81,94,175,106,140,84,90,1,38,37,1,0,118,0
26/5/2021,Selangor,180,131,311,241,279,143,290,6,44,167,6,9,274,0
26/5/2021,Terengganu,20,20,40,26,41,16,10,0,8,6,0,0,23,0
26/5/2021,W.P. Kuala Lumpur,88,89,177,120,143,29,120,0,39,68,0,0,117,0
26/5/2021,W.P. Labuan,5,5,10,5,6,5,5,0,5,5,0,0,9,0
26/5/2021,W.P. Putrajaya,11,9,20,8,19,4,7,0,6,5,0,0,9,0
27/5/2021,Johor,102,60,162,114,134,102,143,1,32,83,1,0,156,0
27/5/2021,Kedah,57,72,129,77,112,50,67,4,6,40,4,0,97,0
27/5/2021,Kelantan,98,46,144,56,124,28,48,0,58,28,0,0,93,0
27/5/2021,Melaka,22,70,92,70,59,7,62,0,24,14,0,0,49,0
27/5/2021,Negeri Sembilan,44,20,64,40,55,17,88,0,11,42,0,0,52,0
27/5/2021,Pahang,48,16,64,52,62,21,25,0,14,10,0,0,34,0
27/5/2021,Perak,65,23,88,67,98,75,60,0,8,36,0,0,96,0
27/5/2021,Perlis,8,8,16,8,16,13,6,0,6,5,0,0,18,0
27/5/2021,Pulau Pinang,18,33,51,36,35,22,32,1,13,17,1,0,42,0
27/5/2021,Sabah,82,62,144,85,111,82,61,2,20,22,2,0,62,0
27/5/2021,Sarawak,81,94,175,106,140,84,94,0,40,33,0,0,123,0
27/5/2021,Selangor,183,132,315,243,279,146,285,3,46,163,3,11,270,0
27/5/2021,Terengganu,20,20,40,26,41,16,10,1,5,3,1,0,17,0
27/5/2021,W.P. Kuala Lumpur,93,89,182,122,143,29,135,1,37,68,1,0,95,0
27/5/2021,W.P. Labuan,5,5,10,5,6,5,5,0,4,5,0,0,9,0
27/5/2021,W.P. Putrajaya,11,9,20,8,19,4,5,0,7,4,0,0,10,0
28/5/2021,Johor,102,60,162,114,134,102,145,0,30,87,0,0,153,0
28/5/2021,Kedah,57,72,129,77,112,50,73,2,8,51,2,0,106,0
28/5/2021,Kelantan,98,46,144,56,124,28,50,0,64,27,0,0,94,0
28/5/2021,Melaka,22,70,92,70,59,7,69,0,19,14,0,0,33,0
28/5/2021,Negeri Sembilan,44,20,64,40,55,17,84,0,12,42,0,0,52,0
28/5/2021,Pahang,48,16,64,52,62,21,26,0,15,11,0,0,30,0
28/5/2021,Perak,65,23,88,67,98,75,59,0,11,37,0,0,98,0
28/5/2021,Perlis,8,8,16,8,16,13,7,0,5,7,0,0,18,0
28/5/2021,Pulau Pinang,18,33,51,36,35,22,36,0,13,18,0,0,39,0
28/5/2021,Sabah,82,62,144,85,111,82,71,2,22,26,2,0,73,0
28/5/2021,Sarawak,81,94,175,106,140,84,99,1,39,31,1,0,122,0
28/5/2021,Selangor,183,132,315,243,279,146,284,3,43,170,3,7,263,0
28/5/2021,Terengganu,20,20,40,26,41,16,10,1,6,2,1,0,12,0
28/5/2021,W.P. Kuala Lumpur,93,91,184,123,143,29,134,1,37,71,1,0,124,0
28/5/2021,W.P. Labuan,5,5,10,5,6,5,8,0,4,8,0,0,12,0
28/5/2021,W.P. Putrajaya,11,9,20,8,19,4,6,0,6,3,0,0,10,0
29/5/2021,Johor,102,60,162,114,134,102,138,1,28,84,1,0,150,0
29/5/2021,Kedah,57,68,125,73,112,50,84,2,4,56,2,0,114,0
29/5/2021,Kelantan,98,46,144,56,124,28,45,0,67,27,0,0,100,0
29/5/2021,Melaka,22,70,92,70,59,7,59,0,22,14,0,0,32,0
29/5/2021,Negeri Sembilan,44,20,64,40,55,17,90,0,12,47,0,0,57,0
29/5/2021,Pahang,48,16,64,52,62,21,26,0,7,10,0,0,34,0
29/5/2021,Perak,65,23,88,67,98,75,60,0,17,38,0,0,97,0
29/5/2021,Perlis,8,8,16,8,16,13,7,0,4,7,0,0,17,0
29/5/2021,Pulau Pinang,18,33,51,36,35,22,37,0,14,15,0,0,36,0
29/5/2021,Sabah,82,62,144,85,111,82,71,2,27,25,2,0,77,0
29/5/2021,Sarawak,81,94,175,106,140,84,95,0,38,35,0,0,121,0
29/5/2021,Selangor,183,132,315,243,279,146,283,3,32,169,3,3,277,0
29/5/2021,Terengganu,20,20,40,26,41,16,11,0,6,2,0,0,24,0
29/5/2021,W.P. Kuala Lumpur,93,91,184,123,143,29,131,1,41,72,1,0,127,0
29/5/2021,W.P. Labuan,5,5,10,5,6,5,9,0,4,9,0,0,11,0
29/5/2021,W.P. Putrajaya,11,9,20,8,19,4,8,0,6,3,0,0,9,0
30/5/2021,Johor,102,60,162,114,134,102,138,0,28,91,0,0,156,0
30/5/2021,Kedah,57,68,125,73,112,50,74,5,4,56,5,0,115,0
30/5/2021,Kelantan,98,46,144,56,124,28,44,0,63,23,0,0,93,0
30/5/2021,Melaka,22,70,92,70,59,7,62,0,22,11,0,0,27,0
30/5/2021,Negeri Sembilan,44,20,64,40,55,17,86,0,14,43,0,0,69,0
30/5/2021,Pahang,48,16,64,52,62,21,33,1,17,16,1,0,38,0
30/5/2021,Perak,65,23,88,67,98,75,62,0,19,35,0,0,100,0
30/5/2021,Perlis,8,8,16,8,16,13,7,0,3,6,0,0,18,0
30/5/2021,Pulau Pinang,18,33,51,36,35,22,35,0,13,14,0,0,34,0
30/5/2021,Sabah,82,62,144,85,111,82,68,2,13,24,2,0,79,0
30/5/2021,Sarawak,81,94,175,106,140,84,104,0,32,37,0,0,123,0
30/5/2021,Selangor,184,138,322,244,275,150,282,2,49,170,2,5,252,0
30/5/2021,Terengganu,20,20,40,26,41,16,16,1,2,5,1,0,22,0
30/5/2021,W.P. Kuala Lumpur,93,91,184,123,143,29,129,3,37,76,3,0,128,0
30/5/2021,W.P. Labuan,5,5,10,5,6,5,9,0,4,9,0,0,11,0
30/5/2021,W.P. Putrajaya,11,9,20,8,19,4,8,0,6,3,0,0,8,0
31/5/2021,Johor,102,60,162,114,134,102,164,0,31,100,0,0,165,0
31/5/2021,Kedah,57,68,125,73,112,50,76,1,3,55,1,0,128,0
31/5/2021,Kelantan,98,46,144,56,124,28,47,0,58,26,0,0,96,0
31/5/2021,Melaka,22,70,92,70,59,7,67,0,25,11,0,0,26,0
31/5/2021,Negeri Sembilan,44,24,68,44,56,17,79,0,14,42,0,0,66,0
31/5/2021,Pahang,48,16,64,52,62,21,35,0,17,18,0,0,44,0
31/5/2021,Perak,65,23,88,67,98,75,59,1,20,36,1,0,102,0
31/5/2021,Perlis,8,8,16,8,16,13,7,0,3,6,0,0,20,0
31/5/2021,Pulau Pinang,18,38,56,41,35,22,37,0,13,19,0,0,38,0
31/5/2021,Sabah,82,62,144,85,111,82,68,2,13,26,2,0,78,0
31/5/2021,Sarawak,81,94,175,106,140,84,100,1,36,35,1,0,108,0
31/5/2021,Selangor,184,138,322,244,275,150,281,2,54,169,2,10,258,0
31/5/2021,Terengganu,20,20,40,26,41,16,18,1,2,7,1,0,25,0
31/5/2021,W.P. Kuala Lumpur,93,91,184,123,143,29,124,3,27,77,3,0,132,0
31/5/2021,W.P. Labuan,5,11,16,11,14,5,12,0,4,12,0,0,15,0
31/5/2021,W.P. Putrajaya,11,9,20,8,28,6,8,0,6,3,0,0,8,0
1/6/2021,Johor,102,60,162,114,134,102,158,1,21,98,1,0,163,0
1/6/2021,Kedah,57,68,125,73,112,50,74,0,14,47,0,0,120,0
1/6/2021,Kelantan,98,46,144,56,124,28,47,0,63,26,0,0,103,0
1/6/2021,Melaka,22,70,92,70,59,7,60,0,24,10,0,0,28,0
1/6/2021,Negeri Sembilan,44,24,68,44,56,17,94,0,15,44,0,0,71,0
1/6/2021,Pahang,48,16,64,52,62,21,30,0,21,18,0,0,46,0
1/6/2021,Perak,65,23,88,67,98,75,60,0,22,35,0,0,103,0
1/6/2021,Perlis,8,8,16,8,16,13,8,0,3,6,0,0,22,0
1/6/2021,Pulau Pinang,18,38,56,41,35,22,38,0,10,20,0,0,41,0
1/6/2021,Sabah,82,62,144,85,111,82,68,3,14,26,3,0,84,0
1/6/2021,Sarawak,81,94,175,106,140,84,103,0,33,36,0,0,112,0
1/6/2021,Selangor,184,138,322,244,275,150,282,2,54,166,2,6,260,0
1/6/2021,Terengganu,20,20,40,26,41,16,17,0,3,6,0,0,32,0
1/6/2021,W.P. Kuala Lumpur,94,87,181,121,143,29,123,3,28,73,3,0,128,0
1/6/2021,W.P. Labuan,5,11,16,11,14,5,10,0,4,10,0,0,13,0
1/6/2021,W.P. Putrajaya,11,9,20,8,28,6,9,0,4,3,0,0,9,0
2/6/2021,Johor,102,60,162,114,134,102,154,0,23,93,0,0,157,0
2/6/2021,Kedah,61,55,116,73,105,48,76,1,14,46,1,0,116,0
2/6/2021,Kelantan,98,46,144,56,124,28,50,0,63,25,0,0,93,0
2/6/2021,Melaka,22,70,92,70,59,7,71,0,23,12,0,0,28,0
2/6/2021,Negeri Sembilan,44,24,68,44,56,17,94,0,11,47,0,0,65,0
2/6/2021,Pahang,48,16,64,52,62,21,29,0,15,18,0,0,48,0
2/6/2021,Perak,65,23,88,67,98,75,59,0,21,42,0,0,103,0
2/6/2021,Perlis,8,8,16,8,16,13,7,0,5,6,0,0,20,0
2/6/2021,Pulau Pinang,18,38,56,41,35,22,38,0,13,22,0,0,44,0
2/6/2021,Sabah,82,62,144,85,111,82,74,3,18,24,3,0,78,0
2/6/2021,Sarawak,81,94,175,106,140,84,99,0,38,40,0,0,132,0
2/6/2021,Selangor,184,138,322,244,275,150,283,4,53,166,4,6,246,0
2/6/2021,Terengganu,20,20,40,26,41,16,18,0,4,13,0,0,28,0
2/6/2021,W.P. Kuala Lumpur,89,87,176,119,143,29,135,3,37,71,3,0,126,0
2/6/2021,W.P. Labuan,5,11,16,11,14,5,8,0,4,8,0,0,11,0
2/6/2021,W.P. Putrajaya,11,9,20,8,28,6,7,0,5,4,0,0,8,0
3/6/2021,Johor,102,60,162,114,134,102,149,1,25,95,1,0,158,0
3/6/2021,Kedah,61,55,116,73,105,48,71,1,14,46,1,0,119,0
3/6/2021,Kelantan,98,46,144,56,124,28,46,0,64,25,0,0,93,0
3/6/2021,Melaka,22,70,92,70,59,7,70,0,24,13,0,0,35,0
3/6/2021,Negeri Sembilan,44,24,68,44,56,17,75,0,25,46,0,0,73,0
3/6/2021,Pahang,48,16,64,52,62,21,30,0,18,15,0,0,34,0
3/6/2021,Perak,65,23,88,67,98,75,55,0,20,43,0,0,96,0
3/6/2021,Perlis,8,8,16,8,16,13,8,0,4,5,0,0,19,0
3/6/2021,Pulau Pinang,18,38,56,41,35,22,38,0,11,20,0,0,40,0
3/6/2021,Sabah,82,62,144,85,111,82,77,4,17,21,4,0,81,0
3/6/2021,Sarawak,81,94,175,106,140,84,102,2,29,38,2,0,122,0
3/6/2021,Selangor,184,138,322,244,275,150,288,3,54,102,3,9,224,0
3/6/2021,Terengganu,20,20,40,26,41,16,19,0,4,14,0,0,23,0
3/6/2021,W.P. Kuala Lumpur,89,87,176,119,143,29,129,3,38,77,3,0,128,0
3/6/2021,W.P. Labuan,5,11,16,11,14,5,12,0,4,8,0,0,11,0
3/6/2021,W.P. Putrajaya,11,9,20,8,28,6,7,0,5,3,0,0,8,0
4/6/2021,Johor,102,60,162,114,134,102,139,0,29,95,0,0,148,0
4/6/2021,Kedah,61,55,116,73,105,48,63,1,17,43,1,0,115,0
4/6/2021,Kelantan,98,46,144,56,124,28,39,0,67,23,0,0,94,0
4/6/2021,Melaka,22,70,92,70,59,7,73,2,26,13,2,0,37,0
4/6/2021,Negeri Sembilan,44,24,68,44,56,17,79,0,13,46,0,0,64,0
4/6/2021,Pahang,48,16,64,52,62,21,31,0,20,14,0,0,37,0
4/6/2021,Perak,65,23,88,67,98,75,56,0,22,42,0,0,98,0
4/6/2021,Perlis,8,8,16,8,16,13,8,0,7,5,0,0,20,0
4/6/2021,Pulau Pinang,18,40,58,43,35,22,38,0,11,21,0,0,40,0
4/6/2021,Sabah,82,62,144,85,111,82,83,3,19,25,3,0,83,0
4/6/2021,Sarawak,81,94,175,106,140,84,105,0,19,37,0,0,106,0
4/6/2021,Selangor,184,138,322,244,275,150,272,2,51,160,2,7,253,0
4/6/2021,Terengganu,20,20,40,26,41,16,20,0,0,13,0,0,27,0
4/6/2021,W.P. Kuala Lumpur,89,87,176,119,143,29,127,3,37,82,3,0,126,0
4/6/2021,W.P. Labuan,5,11,16,11,14,5,14,0,4,9,0,0,15,0
4/6/2021,W.P. Putrajaya,11,9,20,8,28,6,7,0,7,4,0,0,8,0
5/6/2021,Johor,102,60,162,114,134,102,142,0,31,89,0,0,147,0
5/6/2021,Kedah,61,55,116,73,105,48,67,2,13,46,1,0,117,0
5/6/2021,Kelantan,98,46,144,56,124,28,35,0,69,18,0,0,92,0
5/6/2021,Melaka,22,70,92,70,59,7,58,0,29,14,0,0,24,0
5/6/2021,Negeri Sembilan,44,24,68,44,56,17,84,0,14,45,0,0,67,0
5/6/2021,Pahang,48,16,64,52,62,21,28,0,15,15,0,0,36,0
5/6/2021,Perak,65,23,88,67,98,75,55,0,24,39,0,0,95,0
5/6/2021,Perlis,8,8,16,8,16,13,8,0,6,5,0,0,20,0
5/6/2021,Pulau Pinang,18,40,58,43,35,22,34,0,14,23,0,0,42,0
5/6/2021,Sabah,82,62,144,85,111,82,88,3,19,24,3,0,80,0
5/6/2021,Sarawak,81,94,175,106,140,84,105,1,18,34,1,0,114,0
5/6/2021,Selangor,185,139,324,250,275,150,279,3,48,176,3,14,263,0
5/6/2021,Terengganu,20,20,40,26,41,16,25,0,2,17,0,0,31,0
5/6/2021,W.P. Kuala Lumpur,89,87,176,119,143,29,125,3,25,81,3,0,124,0
5/6/2021,W.P. Labuan,5,11,16,11,14,5,15,0,5,9,0,0,16,0
5/6/2021,W.P. Putrajaya,11,9,20,8,28,6,7,0,7,5,0,0,13,0
6/6/2021,Johor,102,60,162,114,134,102,142,1,31,89,1,0,152,0
6/6/2021,Kedah,61,55,116,73,105,48,71,1,17,38,1,0,116,0
6/6/2021,Kelantan,98,46,144,56,124,28,37,0,68,21,0,0,91,0
6/6/2021,Melaka,22,70,92,70,59,7,69,0,24,14,0,0,35,0
6/6/2021,Negeri Sembilan,45,35,80,59,52,21,86,0,14,51,0,0,69,0
6/6/2021,Pahang,48,16,64,52,62,21,28,0,16,14,0,0,34,0
6/6/2021,Perak,65,23,88,67,98,75,59,0,22,40,0,0,92,0
6/6/2021,Perlis,8,8,16,8,16,13,6,0,7,5,0,0,19,0
6/6/2021,Pulau Pinang,18,40,58,43,33,28,37,0,15,24,0,0,46,0
6/6/2021,Sabah,82,62,144,85,111,82,98,2,21,29,2,0,83,0
6/6/2021,Sarawak,81,94,175,106,140,84,104,1,37,35,1,0,113,0
6/6/2021,Selangor,185,139,324,250,275,150,288,3,47,170,3,5,262,0
6/6/2021,Terengganu,20,20,40,26,41,16,19,0,10,6,0,0,31,0
6/6/2021,W.P. Kuala Lumpur,89,87,176,119,143,29,122,3,32,82,3,0,124,0
6/6/2021,W.P. Labuan,5,11,16,11,14,5,15,0,5,9,0,0,15,0
6/6/2021,W.P. Putrajaya,11,9,20,8,28,6,7,0,5,5,0,0,11,0
7/6/2021,Johor,102,60,162,114,134,102,145,1,29,99,1,0,162,0
7/6/2021,Kedah,61,55,116,73,105,48,69,3,19,36,3,0,108,0
7/6/2021,Kelantan,98,46,144,56,124,28,42,0,64,21,0,0,83,0
7/6/2021,Melaka,22,70,92,70,59,7,62,0,30,14,0,0,31,0
7/6/2021,Negeri Sembilan,45,35,80,59,52,21,79,0,14,51,0,0,74,0
7/6/2021,Pahang,48,16,64,52,62,21,29,0,16,16,0,0,35,0
7/6/2021,Perak,65,23,88,67,98,75,50,1,24,34,1,0,99,0
7/6/2021,Perlis,8,8,16,8,16,13,7,0,6,6,0,0,17,0
7/6/2021,Pulau Pinang,18,40,58,43,33,28,39,0,12,26,0,0,48,0
7/6/2021,Sabah,82,62,144,85,111,82,96,1,21,32,1,0,82,0
7/6/2021,Sarawak,81,94,175,106,140,84,98,1,34,28,1,0,103,0
7/6/2021,Selangor,185,139,324,250,275,150,293,3,42,183,3,4,266,0
7/6/2021,Terengganu,20,20,40,26,41,16,21,0,4,10,0,0,24,0
7/6/2021,W.P. Kuala Lumpur,89,87,176,119,143,29,122,3,38,77,3,0,122,0
7/6/2021,W.P. Labuan,5,11,16,11,14,5,15,0,3,9,0,0,13,0
7/6/2021,W.P. Putrajaya,11,9,20,8,28,6,8,0,7,5,0,0,11,0
8/6/2021,Johor,102,60,162,114,134,102,126,1,26,91,1,0,155,0
8/6/2021,Kedah,61,55,116,73,105,48,66,0,24,34,0,0,107,0
8/6/2021,Kelantan,98,46,144,56,124,28,37,0,61,19,0,0,81,0
8/6/2021,Melaka,22,70,92,70,59,7,63,0,27,15,0,0,35,0
8/6/2021,Negeri Sembilan,45,35,80,59,52,21,63,1,12,50,1,0,56,0
8/6/2021,Pahang,48,16,64,52,62,21,28,0,15,16,0,0,34,0
8/6/2021,Perak,64,29,93,71,93,76,54,1,18,33,1,0,95,0
8/6/2021,Perlis,8,8,16,8,16,13,7,0,4,6,0,0,17,0
8/6/2021,Pulau Pinang,18,40,58,43,33,28,36,0,13,23,0,0,46,0
8/6/2021,Sabah,82,62,144,85,111,82,97,0,19,34,0,0,88,0
8/6/2021,Sarawak,81,94,175,106,140,84,102,2,33,29,2,0,101,0
8/6/2021,Selangor,185,139,324,250,275,150,309,3,51,180,3,7,269,0
8/6/2021,Terengganu,20,20,40,26,41,16,20,0,5,10,0,0,35,0
8/6/2021,W.P. Kuala Lumpur,89,87,176,119,143,29,123,0,34,79,0,0,126,0
8/6/2021,W.P. Labuan,5,11,16,11,14,5,16,0,2,9,0,0,14,0
8/6/2021,W.P. Putrajaya,11,9,20,8,28,6,8,0,7,6,0,0,12,0
9/6/2021,Johor,102,60,162,114,134,102,124,1,27,88,1,0,159,0
9/6/2021,Kedah,61,55,116,73,105,48,60,1,22,33,1,0,92,0
9/6/2021,Kelantan,98,46,144,56,124,28,33,0,69,17,0,0,81,0
9/6/2021,Melaka,22,70,92,70,59,7,59,0,25,17,0,0,35,0
9/6/2021,Negeri Sembilan,45,35,80,59,52,21,67,0,12,49,0,0,62,0
9/6/2021,Pahang,48,16,64,52,62,21,27,0,19,12,0,0,33,0
9/6/2021,Perak,64,29,93,71,93,76,52,1,19,28,1,0,96,0
9/6/2021,Perlis,8,8,16,8,16,13,7,0,5,7,0,0,18,0
9/6/2021,Pulau Pinang,18,40,58,43,33,28,34,0,12,18,0,0,41,0
9/6/2021,Sabah,104,62,166,107,101,77,103,0,19,34,0,0,83,0
9/6/2021,Sarawak,81,94,175,106,140,84,99,2,18,34,2,0,106,0
9/6/2021,Selangor,185,139,324,250,275,150,316,2,59,184,2,3,266,0
9/6/2021,Terengganu,20,20,40,26,41,16,20,0,5,14,0,0,35,0
9/6/2021,W.P. Kuala Lumpur,89,96,185,127,143,29,128,0,26,80,0,0,126,0
9/6/2021,W.P. Labuan,5,11,16,11,14,5,17,0,2,11,0,0,14,0
9/6/2021,W.P. Putrajaya,11,9,20,8,28,6,8,0,5,6,0,0,12,0
10/6/2021,Johor,102,60,162,114,134,102,118,0,29,90,0,0,165,0
10/6/2021,Kedah,61,55,116,73,105,48,58,1,21,30,1,0,106,0
10/6/2021,Kelantan,98,46,144,56,124,28,33,0,65,18,0,0,96,0
10/6/2021,Melaka,22,70,92,70,59,7,55,0,28,14,0,0,39,0
10/6/2021,Negeri Sembilan,45,35,80,59,52,21,79,0,7,58,0,0,79,0
10/6/2021,Pahang,48,16,64,52,62,21,26,0,21,9,0,0,31,0
10/6/2021,Perak,64,29,93,71,93,76,50,1,22,26,1,0,103,0
10/6/2021,Perlis,8,8,16,8,16,13,8,0,4,7,0,0,18,0
10/6/2021,Pulau Pinang,18,42,60,45,33,28,37,0,15,17,0,0,42,0
10/6/2021,Sabah,104,62,166,107,101,77,95,2,13,36,2,0,85,0
10/6/2021,Sarawak,81,94,175,106,140,84,98,1,20,33,1,0,103,0
10/6/2021,Selangor,185,139,324,250,275,150,308,6,44,179,6,8,278,0
10/6/2021,Terengganu,20,20,40,26,41,16,18,0,6,14,0,0,35,0
